0.832
0.02	0.37	Donald	1.00
0.37	0.61	trump	1.00
0.61	1.11	campaign	1.00
1.12	1.24	it	0.80
1.24	1.40	on	1.00
1.40	1.48	the	1.00
1.48	1.83	defense	0.85
1.83	1.93	of	0.85
1.93	2.15	this	1.00
2.15	2.46	morning	0.90
2.46	2.75	after	0.90
2.75	2.82	a	0.80
2.82	3.07	week	0.74
3.07	3.28	full	0.90
3.28	3.78	controversies	0.90
4.07	4.21	and	0.80
4.21	4.61	comment	0.90
4.61	5.07	broadcast	1.00
5.39	5.74	trump	0.90
5.74	6.03	turn	0.85
6.03	6.15	up	1.00
6.15	6.23	the	0.80
6.23	6.57	feud	1.00
6.57	6.75	with	1.00
6.75	6.83	the	1.00
6.83	7.33	family	1.00
8.12	8.46	soldier	0.70
8.46	8.72	killed	1.00
8.72	8.80	in	1.00
8.80	9.30	iraq	1.00
9.46	9.62	in	1.00
9.62	9.71	the	1.00
9.71	9.95	thing	0.70
9.95	10.32	interview	1.00
10.32	10.49	he	1.00
10.49	10.80	fielded	0.61
10.80	11.30	denied	0.80
11.36	11.70	russia's	0.90
11.70	12.20	military	1.00
12.22	12.72	involvement	1.00
12.76	12.90	in	1.00
12.90	13.40	ukraine	1.00
13.98	14.40	comment	0.70
14.40	14.79	monday	1.00
14.79	15.06	about	1.00
15.06	15.41	sexual	1.00
15.41	15.91	harassment	0.70
16.49	16.99	backlash	0.70
17.14	17.32	on	0.85
17.32	17.74	duty	0.70
17.74	17.99	prop	0.70
17.99	18.33	reviewed	0.80
18.33	18.81	indoors	0.61
18.81	18.99	house	0.61
18.99	19.25	big	0.61
19.25	19.35	a	0.85
19.35	19.71	paul	1.00
19.71	20.01	ryan	1.00
20.01	20.24	or	1.00
20.24	20.58	senator	0.70
20.58	20.85	john	1.00
20.85	21.35	mccain	1.00
21.54	21.78	in	1.00
21.78	21.99	their	0.90
21.99	22.49	primaries	1.00
23.11	23.33	and	1.00
23.33	23.52	by	1.00
24.06	24.32	front	0.85
24.32	24.47	that	1.00
24.83	25.21	support	1.00
25.34	25.70	two	0.61
25.70	26.20	republican	1.00
26.33	26.83	congressmen	0.85
27.10	27.23	and	1.00
27.23	27.35	a	1.00
27.35	27.85	prominent	1.00
27.90	28.40	donor	1.00
28.67	28.97	from	1.00
28.97	29.17	denied	0.61
29.17	29.67	any	0.61
29.84	30.31	trouble	0.70
30.31	30.73	yesterday	1.00
30.73	31.23	in	1.00
31.32	31.74	florida	1.00
33.26	33.56	so	1.00
33.56	33.65	I	1.00
33.65	33.96	just	1.00
33.96	34.28	wanted-to	0.80
34.28	34.47	tell	0.80
34.47	34.68	you	1.00
